File_name,Bug,Time,,,,,,,,
0xeabeca1f22283a37c63bef3be8e3cc56af684f48.sol,FALSE,83.14108229,,,,,,,,
0xc8a1daa58baa1bfdc85bd947960119a33d0351bc.sol,FALSE,82.45085883,,,,,,,,
0x8b163843e70c8deec03d5ebb1256e0148f14e35b.sol,FALSE,81.44140053,,,,,,,,
0x8b481c5af4734501ea8b6a0c3502e001dd883d3d.sol,FALSE,80.99326468,,,,,,,,
0x2655b32b7735c5543b06bdd4cf48a9cf042d5612.sol,FALSE,80.60134864,,,,,,,,
0x11468e7014aef89010499e121e0a47d1d366a164.sol,FALSE,80.59321475,,,,,,,,
0xabad5762cd4cb1aa95c1ce5ac75a93aa1a706c93.sol,FALSE,80.32196307,,,,,,,,
0xb7773460a5999884dc8ba4fdf6ba58098330f498.sol,FALSE,79.57261133,,,,,,,,
0x203dad4c2af33c0ff1b60b4579cf956a60a6cb23.sol,FALSE,79.38939524,,,,,,,,
0xab342fd5c681a6553cce46a7d2021493d4fa14ce.sol,FALSE,78.98727512,,,,,,,,
0x7a54fae94b6960d9f7316612eec179078e911769.sol,FALSE,78.77805376,,,,,,,,
0x6b4d6666156a2921850527aa00e47047857159d2.sol,FALSE,78.57612276,,,,,,,,
0x548f7581e85b473da466ef9edbe85c5226eaa3b2.sol,FALSE,78.40693355,,,,,,,,
0x4e3b8c663d1a6620730dd68d65966b867d9e2f80.sol,FALSE,77.66182876,,,,,,,,
0x3b7712b395bc5f7f7fb6976ea4827377e77adab6.sol,FALSE,76.32453847,,,,,,,,
0xeed054ac5db8c61a49fa2c94b9b9c9509abf2d55.sol,FALSE,75.92062426,,,,,,,,
0x42759fcc26f16dd954c3a6ae01fa6d3435e955db.sol,FALSE,75.55203629,,,,,,,,
0xf49cdd50ad408d387d611f88a647179c3de3492b.sol,FALSE,75.29853725,,,,,,,,
0x7e36c58efae3bf2b0123c8b01396234daf133ee1.sol,FALSE,75.00591373,,,,,,,,
0x060c7b3daed4d41c76d7008c8e668ade817098cf.sol,FALSE,74.84186101,,,,,,,,
0xf6a1fa796cfbdcc4adb08dbf634438fb35561d8d.sol,TRUE,74.78530359,,,,,,,,
0x9f4de9ba900fd9fdf56f96439a0c2f447a1eaeb9.sol,FALSE,74.55803037,,,,,,,,
0xcd85f4fd1c87d6ba898b697c13ded067e5041a32.sol,FALSE,74.30366445,,,,,,,,
0x81f99272f195cacc08e3bdf413f0c32a90aa20e6.sol,FALSE,73.9557097,,,,,,,,
0x5f2c5cfeb3e752c32a9d8224854fe0b6e523d78e.sol,FALSE,73.91272283,,,,,,,,
0x5f2c5cfeb3e752c32a9d8224854fe0b6e523d78e.sol,FALSE,73.91272283,,,,,,,,
0x72d055ef908c8ab51c14c17ddb1ff56a5e214d14.sol,FALSE,73.85614514,,,,,,,,
0x72d055ef908c8ab51c14c17ddb1ff56a5e214d14.sol,FALSE,73.85614514,,,,,,,,
0xab24cd33766da327ecd4ec9e46e2e7ba72cda783.sol,FALSE,73.42251968,,,,,,,,
0xab24cd33766da327ecd4ec9e46e2e7ba72cda783.sol,FALSE,73.42251968,,,,,,,,
0xf27e34c2b0acc3edd0559a9c3c21a884176a32c2.sol,FALSE,72.74886107,,,,,,,,
0xf27e34c2b0acc3edd0559a9c3c21a884176a32c2.sol,FALSE,72.74886107,,,,,,,,
0xe40a5c4b1486c8c8b4ac7a4237fd0ecf92842498.sol,FALSE,72.48419785,,,,,,,,
0xe40a5c4b1486c8c8b4ac7a4237fd0ecf92842498.sol,FALSE,72.48419785,,,,,,,,
0x194275eac002704c962ac8166deea023ea4fc433.sol,FALSE,72.13218331,,,,,,,,
0x194275eac002704c962ac8166deea023ea4fc433.sol,FALSE,72.13218331,,,,,,,,
0x19dc7ce24a0b66a187ae6d4cbd065eae7caf717a.sol,FALSE,71.94140124,,,,,,,,
0x19dc7ce24a0b66a187ae6d4cbd065eae7caf717a.sol,FALSE,71.94140124,,,,,,,,
0xa6b6cba3a9f54b9b900add306024c0a27af4034c.sol,FALSE,71.30051017,,,,,,,,
0xa6b6cba3a9f54b9b900add306024c0a27af4034c.sol,FALSE,71.30051017,,,,,,,,
0xc6c09ae980b3d029deb7419fa1b7859dce7186d0.sol,FALSE,71.09067154,,,,,,,,
0xc6c09ae980b3d029deb7419fa1b7859dce7186d0.sol,FALSE,71.09067154,,,,,,,,
0x89b6dda81ed2ebb5dad7d4cc3f870a7c00b4e641.sol,FALSE,70.72665143,,,,,,,,
0x89b6dda81ed2ebb5dad7d4cc3f870a7c00b4e641.sol,FALSE,70.72665143,,,,,,,,
0xbd3ac1de8fba11227e5e4393e62390cfec7302cc.sol,FALSE,69.75325608,,,,,,,,
0xbd3ac1de8fba11227e5e4393e62390cfec7302cc.sol,FALSE,69.75325608,,,,,,,,
0xfc3f49e53fe76ab97dee93a53fe78f1a61d2a35a.sol,FALSE,69.16332412,,,,,,,,
0xfc3f49e53fe76ab97dee93a53fe78f1a61d2a35a.sol,FALSE,69.16332412,,,,,,,,
0xbac8813bd946e5397abfd2237316115b727f587b.sol,FALSE,67.23914909,,,,,,,,
0xbac8813bd946e5397abfd2237316115b727f587b.sol,FALSE,67.23914909,,,,,,,,
0x9af2c6b1a28d3d6bc084bd267f70e90d49741d5b.sol,FALSE,66.91854739,,,,,,,,
0x9af2c6b1a28d3d6bc084bd267f70e90d49741d5b.sol,FALSE,66.91854739,,,,,,,,
0x63030f02d4b18acb558750db1dc9a2f3961531ee.sol,FALSE,64.10810637,,,,,,,,
0x63030f02d4b18acb558750db1dc9a2f3961531ee.sol,FALSE,64.10810637,,,,,,,,
0xab29470ee3eb017ed2e60cec6a28133124f3e5e2.sol,FALSE,62.89517689,,,,,,,,
0xab29470ee3eb017ed2e60cec6a28133124f3e5e2.sol,FALSE,62.89517689,,,,,,,,
0x293a7b4e8ad029ee50e52081b10df266fb1cb99d.sol,FALSE,62.73050261,,,,,,,,
0x293a7b4e8ad029ee50e52081b10df266fb1cb99d.sol,FALSE,62.73050261,,,,,,,,
0x9189ce85444bca0a2cc5bd8a4e7a07712e8fbfa6.sol,FALSE,60.87958169,,,,,,,,
0x9189ce85444bca0a2cc5bd8a4e7a07712e8fbfa6.sol,FALSE,60.87958169,,,,,,,,
0x16edd2c18472fd441266a90e55efbf73ec47a6f5.sol,FALSE,60.16264224,,,,,,,,
0x16edd2c18472fd441266a90e55efbf73ec47a6f5.sol,FALSE,60.16264224,,,,,,,,
0xdfa60106df44b36a228d9f3c480eb06f7a25cb30.sol,FALSE,59.91163468,,,,,,,,
0xdfa60106df44b36a228d9f3c480eb06f7a25cb30.sol,FALSE,59.91163468,,,,,,,,
0x44cfbcb1ca0d3df0925dda3354e955d38d78ad6b.sol,FALSE,59.87327504,,,,,,,,
0x44cfbcb1ca0d3df0925dda3354e955d38d78ad6b.sol,FALSE,59.87327504,,,,,,,,
0x1cb93cb1ad0301de44844369d3c6fd50301e578c.sol,FALSE,59.05353189,,,,,,,,
0x1cb93cb1ad0301de44844369d3c6fd50301e578c.sol,FALSE,59.05353189,,,,,,,,
0x2d52d1517f47e1ab7be6377a1f11fbd2c49978db.sol,FALSE,58.97216082,,,,,,,,
0x2d52d1517f47e1ab7be6377a1f11fbd2c49978db.sol,FALSE,58.97216082,,,,,,,,
0x532975d56cf18f597480e2521246b273ad9ae348.sol,FALSE,58.88908339,,,,,,,,
0x532975d56cf18f597480e2521246b273ad9ae348.sol,FALSE,58.88908339,,,,,,,,
0xa667f7c9f8d9e7f54814f312ae42d08a31154889.sol,FALSE,58.48393369,,,,,,,,
0xa667f7c9f8d9e7f54814f312ae42d08a31154889.sol,FALSE,58.48393369,,,,,,,,
0xc0c8e33f861dfa70572bd959d49c9abc4871b4f0.sol,FALSE,58.18646383,,,,,,,,
0xc0c8e33f861dfa70572bd959d49c9abc4871b4f0.sol,FALSE,58.18646383,,,,,,,,
0x3731685fc2ad19d0d8fe9c3715a522a68e7eabfa.sol,FALSE,58.15610862,,,,,,,,
0x3731685fc2ad19d0d8fe9c3715a522a68e7eabfa.sol,FALSE,58.15610862,,,,,,,,
0x429805380d0c27b47206ca0d05b2f5a97fb4619d.sol,FALSE,58.09430456,,,,,,,,
0x429805380d0c27b47206ca0d05b2f5a97fb4619d.sol,FALSE,58.09430456,,,,,,,,
0xf6dbe88ba55f1793ff0773c9b1275300f830914f.sol,FALSE,57.76014352,,,,,,,,
0xf6dbe88ba55f1793ff0773c9b1275300f830914f.sol,FALSE,57.76014352,,,,,,,,
0x4eb57a7a1b210835b4b1a05b74c3c25f27b4b385.sol,FALSE,57.70434666,,,,,,,,
0x4eb57a7a1b210835b4b1a05b74c3c25f27b4b385.sol,FALSE,57.70434666,,,,,,,,
0xfa21d56a4058e571da42c627e4f59826e78cf0b8.sol,FALSE,57.6117692,,,,,,,,
0xfa21d56a4058e571da42c627e4f59826e78cf0b8.sol,FALSE,57.6117692,,,,,,,,
0x6c1bcb34142bffd35f57db626e0ac427af616a4d.sol,FALSE,57.09908104,,,,,,,,
0x6c1bcb34142bffd35f57db626e0ac427af616a4d.sol,FALSE,57.09908104,,,,,,,,
0x28863b9534af2a4c3d912e9a3b76b0b7b4fe2046.sol,FALSE,57.05603838,,,,,,,,
0x28863b9534af2a4c3d912e9a3b76b0b7b4fe2046.sol,FALSE,57.05603838,,,,,,,,
0x0da76de0916ef2da3c58a97e4d09d501c56a9f15.sol,TRUE,57.01211572,,,,,,,,
0xc316074c2eb9d7076088da1571ee349186c777ad.sol,FALSE,56.99930143,,,,,,,,
0xc316074c2eb9d7076088da1571ee349186c777ad.sol,FALSE,56.99930143,,,,,,,,
0x3e20522996a60edc079d23088050a670f571d7a5.sol,FALSE,56.97954988,,,,,,,,
0x3e20522996a60edc079d23088050a670f571d7a5.sol,FALSE,56.97954988,,,,,,,,
0x3080630ecdedb43dec42f19bed68965a45414902.sol,FALSE,55.68611884,,,,,,,,
0x3080630ecdedb43dec42f19bed68965a45414902.sol,FALSE,55.68611884,,,,,,,,
0x89f9749ce943281b8c65fec7f15e126f8cf4edb1.sol,TRUE,55.50861263,,,,,,,,
0xa17b54c69983093ff3d6574a569af1b68f297cc8.sol,FALSE,54.46276712,,,,,,,,
0xa17b54c69983093ff3d6574a569af1b68f297cc8.sol,FALSE,54.46276712,,,,,,,,
0xae9c3476ea17bce531cd9aedfd1aad651626bcf7.sol,FALSE,54.39528298,,,,,,,,
0xae9c3476ea17bce531cd9aedfd1aad651626bcf7.sol,FALSE,54.39528298,,,,,,,,
0x3ec80b91a87b08633bd2d40da71d4b6744807abe.sol,FALSE,53.97993207,,,,,,,,
0x3ec80b91a87b08633bd2d40da71d4b6744807abe.sol,FALSE,53.97993207,,,,,,,,
0xe0720c4dba6d6c5d4acbb072bf3eb4acc060dfd1.sol,FALSE,52.38514805,,,,,,,,
0xe0720c4dba6d6c5d4acbb072bf3eb4acc060dfd1.sol,FALSE,52.38514805,,,,,,,,
0x072b20bde3753ebd47f71991be4cc872a389bc66.sol,FALSE,51.9645896,,,,,,,,
0x072b20bde3753ebd47f71991be4cc872a389bc66.sol,FALSE,51.9645896,,,,,,,,
0xa7313a8d152b7c8860e8ab697c072becb474101e.sol,FALSE,51.26351595,,,,,,,,
0xa7313a8d152b7c8860e8ab697c072becb474101e.sol,FALSE,51.26351595,,,,,,,,
0x31d15c13322690d95f859302347e02c857408aa4.sol,FALSE,51.12979841,,,,,,,,
0x31d15c13322690d95f859302347e02c857408aa4.sol,FALSE,51.12979841,,,,,,,,
0x61828e0508c51c49a9241dfc901c01ec57c1fba8.sol,FALSE,50.78367209,,,,,,,,
0x61828e0508c51c49a9241dfc901c01ec57c1fba8.sol,FALSE,50.78367209,,,,,,,,
0xe5221f29861508d7556249f19924effe391db237.sol,FALSE,50.64324117,,,,,,,,
0xe5221f29861508d7556249f19924effe391db237.sol,FALSE,50.64324117,,,,,,,,
0x9620bfdce7184d246bf793207d27a99f75981c1e.sol,FALSE,50.18805671,,,,,,,,
0x9620bfdce7184d246bf793207d27a99f75981c1e.sol,FALSE,50.18805671,,,,,,,,
0x180ff472d5ca7b273113e20d181a63eab965717e.sol,FALSE,49.89935398,,,,,,,,
0x180ff472d5ca7b273113e20d181a63eab965717e.sol,FALSE,49.89935398,,,,,,,,
0xb186afcd36a6403ec957f5c74482aaac13b87eae.sol,FALSE,49.89134145,,,,,,,,
0xb186afcd36a6403ec957f5c74482aaac13b87eae.sol,FALSE,49.89134145,,,,,,,,
0xaa29bc726a2e2807aa1d4d79ca610f3e52295d8c.sol,FALSE,49.51396155,,,,,,,,
0xaa29bc726a2e2807aa1d4d79ca610f3e52295d8c.sol,FALSE,49.51396155,,,,,,,,
0x42503c3dcca420adf53dff5bb1fb176b8773aaa0.sol,FALSE,49.40861535,,,,,,,,
0x42503c3dcca420adf53dff5bb1fb176b8773aaa0.sol,FALSE,49.40861535,,,,,,,,
0x9daf9a376a545520688950ca85d84f0da12f0dd0.sol,FALSE,49.31162739,,,,,,,,
0x9daf9a376a545520688950ca85d84f0da12f0dd0.sol,FALSE,49.31162739,,,,,,,,
0x22141343a20640daaf695226b2233baeef0f0d62.sol,FALSE,49.28060102,,,,,,,,
0x22141343a20640daaf695226b2233baeef0f0d62.sol,FALSE,49.28060102,,,,,,,,
0xcc1a13b76270a20a78f3bef434bdeb4a5eec6a31.sol,FALSE,48.22103405,,,,,,,,
0xcc1a13b76270a20a78f3bef434bdeb4a5eec6a31.sol,FALSE,48.22103405,,,,,,,,
0x46cefba4dd7512b2449e1ac4b730bfb7f77d1407.sol,FALSE,47.68182039,,,,,,,,
0x46cefba4dd7512b2449e1ac4b730bfb7f77d1407.sol,FALSE,47.68182039,,,,,,,,
0x506c563ccd1729ee514ce04fbcba3d2ef85bf3cf.sol,FALSE,47.50869203,,,,,,,,
0x506c563ccd1729ee514ce04fbcba3d2ef85bf3cf.sol,FALSE,47.50869203,,,,,,,,
0x4aeeccf1f828cf06fe302ed0c71acd65259f8c88.sol,FALSE,47.50009012,,,,,,,,
0x4aeeccf1f828cf06fe302ed0c71acd65259f8c88.sol,FALSE,47.50009012,,,,,,,,
0xf7122bb9f34c1ffbdc961940ed6aa6000fbf3ec7.sol,FALSE,47.36000037,,,,,,,,
0xf7122bb9f34c1ffbdc961940ed6aa6000fbf3ec7.sol,FALSE,47.36000037,,,,,,,,
0x81f98e38b7d4070a445eba62d61885b98e1c05d6.sol,FALSE,47.31196713,,,,,,,,
0x81f98e38b7d4070a445eba62d61885b98e1c05d6.sol,FALSE,47.31196713,,,,,,,,
0x561fdefa1fe838cda0f06f4ac31d15efe6a0b43f.sol,FALSE,47.09563565,,,,,,,,
0x561fdefa1fe838cda0f06f4ac31d15efe6a0b43f.sol,FALSE,47.09563565,,,,,,,,
0x2b692a1fe54ea9a5d71c3878991774f7c718f3f1.sol,FALSE,47.04791498,,,,,,,,
0x2b692a1fe54ea9a5d71c3878991774f7c718f3f1.sol,FALSE,47.04791498,,,,,,,,
0x5e7a9b977df27b80dfcb1bf015909d3a812d0556.sol,FALSE,46.89885235,,,,,,,,
0x5e7a9b977df27b80dfcb1bf015909d3a812d0556.sol,FALSE,46.89885235,,,,,,,,
0x69640f28b6fe4ae4674efdbe21aa15d048bb914b.sol,TRUE,46.70722151,,,,,,,,
0x8d880dff55a0c5620cc617b0a34c83b87946783c.sol,FALSE,46.25452495,,,,,,,,
0x8d880dff55a0c5620cc617b0a34c83b87946783c.sol,FALSE,46.25452495,,,,,,,,
0xdd4950f977ee28d2c132f1353d1595035db444ee.sol,FALSE,46.05784416,,,,,,,,
0xdd4950f977ee28d2c132f1353d1595035db444ee.sol,FALSE,46.05784416,,,,,,,,
0xcfa5a161c269cce80017817066c9951398a7be67.sol,FALSE,45.90405869,,,,,,,,
0xcfa5a161c269cce80017817066c9951398a7be67.sol,FALSE,45.90405869,,,,,,,,
0x43f593dcdcc60113de3dbbe62bafc7addcc00ab9.sol,FALSE,45.88159442,,,,,,,,
0x43f593dcdcc60113de3dbbe62bafc7addcc00ab9.sol,FALSE,45.88159442,,,,,,,,
0x233265020cc69214aea3edd4192b96d5232bf5ca.sol,FALSE,45.83748245,,,,,,,,
0x233265020cc69214aea3edd4192b96d5232bf5ca.sol,FALSE,45.83748245,,,,,,,,
0x8053ec2bfd32cff520275e2dcd594061c1d532d0.sol,FALSE,45.75618267,,,,,,,,
0x8053ec2bfd32cff520275e2dcd594061c1d532d0.sol,FALSE,45.75618267,,,,,,,,
0x47a778209f0b0933d855d8bff426e967db1a1963.sol,FALSE,45.72758031,,,,,,,,
0x47a778209f0b0933d855d8bff426e967db1a1963.sol,FALSE,45.72758031,,,,,,,,
0x66cbb819fae06cfb584d31e91e267eb0904a51d7.sol,FALSE,45.71419692,,,,,,,,
0x66cbb819fae06cfb584d31e91e267eb0904a51d7.sol,FALSE,45.71419692,,,,,,,,
0xc95675132d5b0399b2c92aee6d195456f44d3881.sol,FALSE,45.67842937,,,,,,,,
0xc95675132d5b0399b2c92aee6d195456f44d3881.sol,FALSE,45.67842937,,,,,,,,
0x8c2d1d6259afd282ada6812d040f7173d83873ef.sol,FALSE,45.44737458,,,,,,,,
0x8c2d1d6259afd282ada6812d040f7173d83873ef.sol,FALSE,45.44737458,,,,,,,,
0x8c9b3e05b9a592496fbbd6bcaade87030e43160a.sol,FALSE,45.4201138,,,,,,,,
0x8c9b3e05b9a592496fbbd6bcaade87030e43160a.sol,FALSE,45.4201138,,,,,,,,
0x66a9f1e53173de33bec727ef76afa84956ae1b25.sol,FALSE,45.26669121,,,,,,,,
0x66a9f1e53173de33bec727ef76afa84956ae1b25.sol,FALSE,45.26669121,,,,,,,,
0x820b5d21d1b1125b1aad51951f6e032a07caec65.sol,FALSE,45.22676229,,,,,,,,
0x820b5d21d1b1125b1aad51951f6e032a07caec65.sol,FALSE,45.22676229,,,,,,,,
0xe87047bcde5f0bb777030d3384f5e25ac76707fc.sol,FALSE,45.14875007,,,,,,,,
0xe87047bcde5f0bb777030d3384f5e25ac76707fc.sol,FALSE,45.14875007,,,,,,,,
0x97354a7281693b7c93f6348ba4ec38b9ddd76d6e.sol,FALSE,45.14617968,,,,,,,,
0x97354a7281693b7c93f6348ba4ec38b9ddd76d6e.sol,FALSE,45.14617968,,,,,,,,
0xcd1c6ff5aff8587fab28029cbcbfd37edb1cbeda.sol,FALSE,44.97795749,,,,,,,,
0xcd1c6ff5aff8587fab28029cbcbfd37edb1cbeda.sol,FALSE,44.97795749,,,,,,,,
0xe610af01f92f19679327715b426c35849c47c657.sol,TRUE,44.86060929,,,,,,,,
0xa9b6e2381dee5dd4ea5d6e31e11b3c6f10d35afc.sol,FALSE,43.65952992,,,,,,,,
0xa9b6e2381dee5dd4ea5d6e31e11b3c6f10d35afc.sol,FALSE,43.65952992,,,,,,,,
0x4e73b32ed6c35f570686b89848e5f39f20ecc106.sol,TRUE,43.55523586,,,,,,,,
0x7d13261dde5121b8b87c82bbec6908cf070d47e0.sol,FALSE,43.54059625,,,,,,,,
0x7d13261dde5121b8b87c82bbec6908cf070d47e0.sol,FALSE,43.54059625,,,,,,,,
0x86a1fac40a6e1aa21fc539e1bb0534fd1aecea10.sol,FALSE,43.5337975,,,,,,,,
0x86a1fac40a6e1aa21fc539e1bb0534fd1aecea10.sol,FALSE,43.5337975,,,,,,,,
0x8c0f5e3d8a82e65a8ff97f8e9f0e65e7f68fe73a.sol,FALSE,43.48143744,,,,,,,,
0x8c0f5e3d8a82e65a8ff97f8e9f0e65e7f68fe73a.sol,FALSE,43.48143744,,,,,,,,
0x06df6fdbf7629c71aee3f468ba1ab702fa0abec9.sol,FALSE,43.44052529,,,,,,,,
0x06df6fdbf7629c71aee3f468ba1ab702fa0abec9.sol,FALSE,43.44052529,,,,,,,,
0x4f3db6d4c97b8248ad5e244e4f619086084f6848.sol,FALSE,43.28485942,,,,,,,,
0x4f3db6d4c97b8248ad5e244e4f619086084f6848.sol,FALSE,43.28485942,,,,,,,,
0x4f2deae8d3dc9cce16ca9d4ed023c61301f45ab8.sol,FALSE,43.22027135,,,,,,,,
0x4f2deae8d3dc9cce16ca9d4ed023c61301f45ab8.sol,FALSE,43.22027135,,,,,,,,
0xbb56ffb466d85f91846f771036ac8bae3c990457.sol,FALSE,43.1364305,,,,,,,,
0xbb56ffb466d85f91846f771036ac8bae3c990457.sol,FALSE,43.1364305,,,,,,,,
0xaf3ac8f89a73d8eef19b73fb8741ce700b11825e.sol,FALSE,43.12412953,,,,,,,,
0xaf3ac8f89a73d8eef19b73fb8741ce700b11825e.sol,FALSE,43.12412953,,,,,,,,
0x935492d6b4a0f9b5e2acc11f30f21aadd068ff11.sol,FALSE,43.0450511,,,,,,,,
0x935492d6b4a0f9b5e2acc11f30f21aadd068ff11.sol,FALSE,43.0450511,,,,,,,,
0x941d225236464a25eb18076df7da6a91d0f95e9e.sol,TRUE,42.67019558,,,,,,,,
0x561eac93c92360949ab1f1403323e6db345cbf31.sol,TRUE,42.54943275,,,,,,,,
0x08c00f697475636821565f6f4f6b883d36ae0eef.sol,FALSE,42.5409925,,,,,,,,
0x08c00f697475636821565f6f4f6b883d36ae0eef.sol,FALSE,42.5409925,,,,,,,,
0x40544a0087989d6864b09c8af74df453021acf41.sol,FALSE,42.51529145,,,,,,,,
0x40544a0087989d6864b09c8af74df453021acf41.sol,FALSE,42.51529145,,,,,,,,
0x5f717e4b129802d4fde207a1e38b57f10c26ecc1.sol,FALSE,42.37645817,,,,,,,,
0x5f717e4b129802d4fde207a1e38b57f10c26ecc1.sol,FALSE,42.37645817,,,,,,,,
0x5a4c67d9ba86b77f0a8f3d5fc55590486b6579e6.sol,FALSE,42.31003809,,,,,,,,
0x5a4c67d9ba86b77f0a8f3d5fc55590486b6579e6.sol,FALSE,42.31003809,,,,,,,,
0x4012ed853c415252a2aeb34dc8dc0f2e3cb7a90e.sol,FALSE,42.20814252,,,,,,,,
0x4012ed853c415252a2aeb34dc8dc0f2e3cb7a90e.sol,FALSE,42.20814252,,,,,,,,
0x1ac592456984b84b4c1335a56c8be33d24c7aeda.sol,FALSE,41.94852638,,,,,,,,
0x1ac592456984b84b4c1335a56c8be33d24c7aeda.sol,FALSE,41.94852638,,,,,,,,
0x8751f0e537afad8e9963ee99831a5f40b50c0beb.sol,FALSE,41.78241777,,,,,,,,
0x8751f0e537afad8e9963ee99831a5f40b50c0beb.sol,FALSE,41.78241777,,,,,,,,
0xe486029478136c738d42525ab33d562a4dafe0cc.sol,FALSE,41.65222073,,,,,,,,
0xe486029478136c738d42525ab33d562a4dafe0cc.sol,FALSE,41.65222073,,,,,,,,
0xc2927b46fac63b2d7dba67086a0f2ba72265d603.sol,FALSE,41.46897388,,,,,,,,
0xc2927b46fac63b2d7dba67086a0f2ba72265d603.sol,FALSE,41.46897388,,,,,,,,
0xd968907665f8706cca80ce6528b6afe81efb9d0f.sol,FALSE,41.44442201,,,,,,,,
0xd968907665f8706cca80ce6528b6afe81efb9d0f.sol,FALSE,41.44442201,,,,,,,,
0x0eb68f34efa0086e4136bca51fc4d0696580643e.sol,TRUE,41.34281278,,,,,,,,
0x7c128f530a19d0da72251c42a888cced86055479.sol,FALSE,41.33368683,,,,,,,,
0x7c128f530a19d0da72251c42a888cced86055479.sol,FALSE,41.33368683,,,,,,,,
0xb4c05e6e4cdb07c15095300d96a5735046eef999.sol,TRUE,41.02248406,,,,,,,,
0xf037b7a5faa30f6d650c1dc3da29fab17160fce8.sol,FALSE,40.95864129,,,,,,,,
0xf037b7a5faa30f6d650c1dc3da29fab17160fce8.sol,FALSE,40.95864129,,,,,,,,
0x861a174d677946d8c2bea8f9636a53fde1668215.sol,FALSE,40.82972145,,,,,,,,
0x861a174d677946d8c2bea8f9636a53fde1668215.sol,FALSE,40.82972145,,,,,,,,
0x47760825fd4b9889785ed994092ae5ec4b752b58.sol,FALSE,40.7537694,,,,,,,,
0x47760825fd4b9889785ed994092ae5ec4b752b58.sol,FALSE,40.7537694,,,,,,,,
0x06f997c86aa88ac040c69c691c86d2739556286a.sol,FALSE,40.68470764,,,,,,,,
0x06f997c86aa88ac040c69c691c86d2739556286a.sol,FALSE,40.68470764,,,,,,,,
0x3cd9b53eab1f941ac39b7a5689d9f516d82f28a9.sol,FALSE,40.6607151,,,,,,,,
0x3cd9b53eab1f941ac39b7a5689d9f516d82f28a9.sol,FALSE,40.6607151,,,,,,,,
0xde39bcc574d7826f5ed64d045425571564dfea9e.sol,FALSE,40.65451264,,,,,,,,
0xde39bcc574d7826f5ed64d045425571564dfea9e.sol,FALSE,40.65451264,,,,,,,,
0x0a255f700b16c0acf5673565c757b94fb38b27f2.sol,FALSE,40.64121294,,,,,,,,
0x0a255f700b16c0acf5673565c757b94fb38b27f2.sol,FALSE,40.64121294,,,,,,,,
0x2d4ca7d079415595f9e5b62602f7ae7d88b91e53.sol,FALSE,40.59985995,,,,,,,,
0x2d4ca7d079415595f9e5b62602f7ae7d88b91e53.sol,FALSE,40.59985995,,,,,,,,
0x72dcac5096a69b96447b1056db3071524b80a516.sol,FALSE,40.49314117,,,,,,,,
0x72dcac5096a69b96447b1056db3071524b80a516.sol,FALSE,40.49314117,,,,,,,,
