[INFO] | 2023-07-13 02:16:02 AM | analyzer.0x3f2ef511aa6e75231e4deafc7a3d2ecab3741de2 | Analysis started at: 2023-07-13 02:16:02 AM
[INFO] | 2023-07-13 02:16:02 AM | analyzer.0x3f2ef511aa6e75231e4deafc7a3d2ecab3741de2 | State variable assignement do not exist
[INFO] | 2023-07-13 02:16:02 AM | analyzer.0x3f2ef511aa6e75231e4deafc7a3d2ecab3741de2 | Processed function redeem
[INFO] | 2023-07-13 02:16:02 AM | analyzer.0x3f2ef511aa6e75231e4deafc7a3d2ecab3741de2 | Generating return summary for withdraw
[INFO] | 2023-07-13 02:16:02 AM | analyzer.0x3f2ef511aa6e75231e4deafc7a3d2ecab3741de2 | Return summary generated for withdraw
[INFO] | 2023-07-13 02:16:02 AM | analyzer.0x3f2ef511aa6e75231e4deafc7a3d2ecab3741de2 | Range graph generated
[INFO] | 2023-07-13 02:16:02 AM | analyzer.0x3f2ef511aa6e75231e4deafc7a3d2ecab3741de2 | Processed function withdraw
[INFO] | 2023-07-13 02:16:02 AM | analyzer.0x3f2ef511aa6e75231e4deafc7a3d2ecab3741de2 | Generating return summary for Command
[INFO] | 2023-07-13 02:16:02 AM | analyzer.0x3f2ef511aa6e75231e4deafc7a3d2ecab3741de2 | Return summary generated for Command
[INFO] | 2023-07-13 02:16:02 AM | analyzer.0x3f2ef511aa6e75231e4deafc7a3d2ecab3741de2 | State variable assignement do not exist
[INFO] | 2023-07-13 02:16:02 AM | analyzer.0x3f2ef511aa6e75231e4deafc7a3d2ecab3741de2 | Processed function Command
[INFO] | 2023-07-13 02:16:02 AM | analyzer.0x3f2ef511aa6e75231e4deafc7a3d2ecab3741de2 | Generating return summary for slitherConstructorVariables
[INFO] | 2023-07-13 02:16:02 AM | analyzer.0x3f2ef511aa6e75231e4deafc7a3d2ecab3741de2 | Return summary generated for slitherConstructorVariables
[INFO] | 2023-07-13 02:16:02 AM | analyzer.0x3f2ef511aa6e75231e4deafc7a3d2ecab3741de2 | Range graph generated
[INFO] | 2023-07-13 02:16:02 AM | analyzer.0x3f2ef511aa6e75231e4deafc7a3d2ecab3741de2 | Processed function slitherConstructorVariables
[INFO] | 2023-07-13 02:16:02 AM | analyzer.0x3f2ef511aa6e75231e4deafc7a3d2ecab3741de2 | Value Range Analysis took 0.001075 seconds
[INFO] | 2023-07-13 02:16:02 AM | analyzer.0x3f2ef511aa6e75231e4deafc7a3d2ecab3741de2 | Value Range Analysis finished
[INFO] | 2023-07-13 02:16:02 AM | analyzer.0x3f2ef511aa6e75231e4deafc7a3d2ecab3741de2 | Storage dependency graph compostion started!
[INFO] | 2023-07-13 02:16:02 AM | analyzer.0x3f2ef511aa6e75231e4deafc7a3d2ecab3741de2 | Storage dependency graph compostion finished!
[INFO] | 2023-07-13 02:16:02 AM | analyzer.0x3f2ef511aa6e75231e4deafc7a3d2ecab3741de2 | Dependency detection started!
[INFO] | 2023-07-13 02:16:02 AM | analyzer.0x3f2ef511aa6e75231e4deafc7a3d2ecab3741de2 | Dependency detection finished!
[INFO] | 2023-07-13 02:16:02 AM | analyzer.0x3f2ef511aa6e75231e4deafc7a3d2ecab3741de2 | Static Analysis took 0.282495 seconds
[INFO] | 2023-07-13 02:16:02 AM | analyzer.0x3f2ef511aa6e75231e4deafc7a3d2ecab3741de2 | Dependency does not exist
[INFO] | 2023-07-13 02:16:02 AM | analyzer.0x3f2ef511aa6e75231e4deafc7a3d2ecab3741de2 | Symbolic execution is not needed!
[INFO] | 2023-07-13 02:16:02 AM | analyzer.0x3f2ef511aa6e75231e4deafc7a3d2ecab3741de2 | Analysis finished!
[INFO] | 2023-07-13 02:16:02 AM | analyzer.0x3f2ef511aa6e75231e4deafc7a3d2ecab3741de2 | Analysis took 0.282671 seconds
[INFO] | 2023-07-13 02:16:02 AM | analyzer.0x3f2ef511aa6e75231e4deafc7a3d2ecab3741de2 | Analysis finished at: 2023-07-13 02:16:02 AM
