[INFO] | 2023-07-13 02:17:08 AM | analyzer.0xbaa3de6504690efb064420d89e871c27065cdd52 | Analysis started at: 2023-07-13 02:17:08 AM
[INFO] | 2023-07-13 02:17:09 AM | analyzer.0xbaa3de6504690efb064420d89e871c27065cdd52 | State variable assignement do not exist
[INFO] | 2023-07-13 02:17:09 AM | analyzer.0xbaa3de6504690efb064420d89e871c27065cdd52 | Processed function onlyOwner
[INFO] | 2023-07-13 02:17:09 AM | analyzer.0xbaa3de6504690efb064420d89e871c27065cdd52 | Generating return summary for transferOwner
[INFO] | 2023-07-13 02:17:09 AM | analyzer.0xbaa3de6504690efb064420d89e871c27065cdd52 | Return summary generated for transferOwner
[INFO] | 2023-07-13 02:17:09 AM | analyzer.0xbaa3de6504690efb064420d89e871c27065cdd52 | Range graph generated
[INFO] | 2023-07-13 02:17:09 AM | analyzer.0xbaa3de6504690efb064420d89e871c27065cdd52 | Processed function transferOwner
[INFO] | 2023-07-13 02:17:09 AM | analyzer.0xbaa3de6504690efb064420d89e871c27065cdd52 | Generating return summary for Vault
[INFO] | 2023-07-13 02:17:09 AM | analyzer.0xbaa3de6504690efb064420d89e871c27065cdd52 | Return summary generated for Vault
[INFO] | 2023-07-13 02:17:09 AM | analyzer.0xbaa3de6504690efb064420d89e871c27065cdd52 | Range graph generated
[INFO] | 2023-07-13 02:17:09 AM | analyzer.0xbaa3de6504690efb064420d89e871c27065cdd52 | Processed function Vault
[INFO] | 2023-07-13 02:17:09 AM | analyzer.0xbaa3de6504690efb064420d89e871c27065cdd52 | Generating return summary for transferOwner
[INFO] | 2023-07-13 02:17:09 AM | analyzer.0xbaa3de6504690efb064420d89e871c27065cdd52 | Return summary generated for transferOwner
[INFO] | 2023-07-13 02:17:09 AM | analyzer.0xbaa3de6504690efb064420d89e871c27065cdd52 | Range graph generated
[INFO] | 2023-07-13 02:17:09 AM | analyzer.0xbaa3de6504690efb064420d89e871c27065cdd52 | Processed function transferOwner
[INFO] | 2023-07-13 02:17:09 AM | analyzer.0xbaa3de6504690efb064420d89e871c27065cdd52 | Generating return summary for withdraw
[INFO] | 2023-07-13 02:17:09 AM | analyzer.0xbaa3de6504690efb064420d89e871c27065cdd52 | Return summary generated for withdraw
[INFO] | 2023-07-13 02:17:09 AM | analyzer.0xbaa3de6504690efb064420d89e871c27065cdd52 | State variable assignement do not exist
[INFO] | 2023-07-13 02:17:09 AM | analyzer.0xbaa3de6504690efb064420d89e871c27065cdd52 | Processed function withdraw
[INFO] | 2023-07-13 02:17:09 AM | analyzer.0xbaa3de6504690efb064420d89e871c27065cdd52 | Value Range Analysis took 0.002248 seconds
[INFO] | 2023-07-13 02:17:09 AM | analyzer.0xbaa3de6504690efb064420d89e871c27065cdd52 | Value Range Analysis finished
[INFO] | 2023-07-13 02:17:09 AM | analyzer.0xbaa3de6504690efb064420d89e871c27065cdd52 | Storage dependency graph compostion started!
[INFO] | 2023-07-13 02:17:09 AM | analyzer.0xbaa3de6504690efb064420d89e871c27065cdd52 | Storage dependency graph compostion finished!
[INFO] | 2023-07-13 02:17:09 AM | analyzer.0xbaa3de6504690efb064420d89e871c27065cdd52 | Dependency detection started!
[INFO] | 2023-07-13 02:17:09 AM | analyzer.0xbaa3de6504690efb064420d89e871c27065cdd52 | Dependency detection finished!
[INFO] | 2023-07-13 02:17:09 AM | analyzer.0xbaa3de6504690efb064420d89e871c27065cdd52 | Static Analysis took 0.300491 seconds
[INFO] | 2023-07-13 02:17:09 AM | analyzer.0xbaa3de6504690efb064420d89e871c27065cdd52 | Dependency does not exist
[INFO] | 2023-07-13 02:17:09 AM | analyzer.0xbaa3de6504690efb064420d89e871c27065cdd52 | Symbolic execution is not needed!
[INFO] | 2023-07-13 02:17:09 AM | analyzer.0xbaa3de6504690efb064420d89e871c27065cdd52 | Analysis finished!
[INFO] | 2023-07-13 02:17:09 AM | analyzer.0xbaa3de6504690efb064420d89e871c27065cdd52 | Analysis took 0.300646 seconds
[INFO] | 2023-07-13 02:17:09 AM | analyzer.0xbaa3de6504690efb064420d89e871c27065cdd52 | Analysis finished at: 2023-07-13 02:17:09 AM
