[INFO] | 2023-07-13 02:16:46 AM | analyzer.0x958a8f594101d2c0485a52319f29b2647f2ebc06 | Analysis started at: 2023-07-13 02:16:46 AM
[INFO] | 2023-07-13 02:16:47 AM | analyzer.0x958a8f594101d2c0485a52319f29b2647f2ebc06 | Return summary generated for changeOwner
[INFO] | 2023-07-13 02:16:47 AM | analyzer.0x958a8f594101d2c0485a52319f29b2647f2ebc06 | Range graph generated
[INFO] | 2023-07-13 02:16:47 AM | analyzer.0x958a8f594101d2c0485a52319f29b2647f2ebc06 | Processed function changeOwner
[INFO] | 2023-07-13 02:16:47 AM | analyzer.0x958a8f594101d2c0485a52319f29b2647f2ebc06 | Generating return summary for execute
[INFO] | 2023-07-13 02:16:47 AM | analyzer.0x958a8f594101d2c0485a52319f29b2647f2ebc06 | Return summary generated for execute
[INFO] | 2023-07-13 02:16:47 AM | analyzer.0x958a8f594101d2c0485a52319f29b2647f2ebc06 | State variable assignement do not exist
[INFO] | 2023-07-13 02:16:47 AM | analyzer.0x958a8f594101d2c0485a52319f29b2647f2ebc06 | Processed function execute
[INFO] | 2023-07-13 02:16:47 AM | analyzer.0x958a8f594101d2c0485a52319f29b2647f2ebc06 | Generating return summary for createMarriage
[INFO] | 2023-07-13 02:16:47 AM | analyzer.0x958a8f594101d2c0485a52319f29b2647f2ebc06 | Return summary generated for createMarriage
[INFO] | 2023-07-13 02:16:47 AM | analyzer.0x958a8f594101d2c0485a52319f29b2647f2ebc06 | Range graph generated
[INFO] | 2023-07-13 02:16:47 AM | analyzer.0x958a8f594101d2c0485a52319f29b2647f2ebc06 | Processed function createMarriage
[INFO] | 2023-07-13 02:16:47 AM | analyzer.0x958a8f594101d2c0485a52319f29b2647f2ebc06 | Generating return summary for setMajorEvent
[INFO] | 2023-07-13 02:16:47 AM | analyzer.0x958a8f594101d2c0485a52319f29b2647f2ebc06 | Return summary generated for setMajorEvent
[INFO] | 2023-07-13 02:16:47 AM | analyzer.0x958a8f594101d2c0485a52319f29b2647f2ebc06 | Range graph generated
[INFO] | 2023-07-13 02:16:47 AM | analyzer.0x958a8f594101d2c0485a52319f29b2647f2ebc06 | Processed function setMajorEvent
[INFO] | 2023-07-13 02:16:47 AM | analyzer.0x958a8f594101d2c0485a52319f29b2647f2ebc06 | Generating return summary for sendMessage
[INFO] | 2023-07-13 02:16:47 AM | analyzer.0x958a8f594101d2c0485a52319f29b2647f2ebc06 | Return summary generated for sendMessage
[INFO] | 2023-07-13 02:16:47 AM | analyzer.0x958a8f594101d2c0485a52319f29b2647f2ebc06 | Range graph generated
[INFO] | 2023-07-13 02:16:47 AM | analyzer.0x958a8f594101d2c0485a52319f29b2647f2ebc06 | Processed function sendMessage
[INFO] | 2023-07-13 02:16:47 AM | analyzer.0x958a8f594101d2c0485a52319f29b2647f2ebc06 | Generating return summary for setStatus
[INFO] | 2023-07-13 02:16:47 AM | analyzer.0x958a8f594101d2c0485a52319f29b2647f2ebc06 | Return summary generated for setStatus
[INFO] | 2023-07-13 02:16:47 AM | analyzer.0x958a8f594101d2c0485a52319f29b2647f2ebc06 | Range graph generated
[INFO] | 2023-07-13 02:16:47 AM | analyzer.0x958a8f594101d2c0485a52319f29b2647f2ebc06 | Processed function setStatus
[INFO] | 2023-07-13 02:16:47 AM | analyzer.0x958a8f594101d2c0485a52319f29b2647f2ebc06 | Value Range Analysis took 0.004443 seconds
[INFO] | 2023-07-13 02:16:47 AM | analyzer.0x958a8f594101d2c0485a52319f29b2647f2ebc06 | Value Range Analysis finished
[INFO] | 2023-07-13 02:16:47 AM | analyzer.0x958a8f594101d2c0485a52319f29b2647f2ebc06 | Storage dependency graph compostion started!
[INFO] | 2023-07-13 02:16:47 AM | analyzer.0x958a8f594101d2c0485a52319f29b2647f2ebc06 | Storage dependency graph compostion finished!
[INFO] | 2023-07-13 02:16:47 AM | analyzer.0x958a8f594101d2c0485a52319f29b2647f2ebc06 | Dependency detection started!
[INFO] | 2023-07-13 02:16:47 AM | analyzer.0x958a8f594101d2c0485a52319f29b2647f2ebc06 | Dependency detection finished!
[INFO] | 2023-07-13 02:16:47 AM | analyzer.0x958a8f594101d2c0485a52319f29b2647f2ebc06 | Static Analysis took 0.537328 seconds
[INFO] | 2023-07-13 02:16:47 AM | analyzer.0x958a8f594101d2c0485a52319f29b2647f2ebc06 | Dependency does not exist
[INFO] | 2023-07-13 02:16:47 AM | analyzer.0x958a8f594101d2c0485a52319f29b2647f2ebc06 | Symbolic execution is not needed!
[INFO] | 2023-07-13 02:16:47 AM | analyzer.0x958a8f594101d2c0485a52319f29b2647f2ebc06 | Analysis finished!
[INFO] | 2023-07-13 02:16:47 AM | analyzer.0x958a8f594101d2c0485a52319f29b2647f2ebc06 | Analysis took 0.537478 seconds
[INFO] | 2023-07-13 02:16:47 AM | analyzer.0x958a8f594101d2c0485a52319f29b2647f2ebc06 | Analysis finished at: 2023-07-13 02:16:47 AM
