[INFO] | 2023-07-13 02:18:30 AM | analyzer.parity_wallet_bug_1 | Analysis started at: 2023-07-13 02:18:30 AM
[INFO] | 2023-07-13 02:18:32 AM | analyzer.parity_wallet_bug_1 | Generating return summary for reorganizeOwners
[INFO] | 2023-07-13 02:18:32 AM | analyzer.parity_wallet_bug_1 | Return summary generated for reorganizeOwners
[INFO] | 2023-07-13 02:18:32 AM | analyzer.parity_wallet_bug_1 | Range graph generated
[INFO] | 2023-07-13 02:18:32 AM | analyzer.parity_wallet_bug_1 | Processed function reorganizeOwners
[INFO] | 2023-07-13 02:18:32 AM | analyzer.parity_wallet_bug_1 | Generating return summary for today
[INFO] | 2023-07-13 02:18:32 AM | analyzer.parity_wallet_bug_1 | Return summary generated for today
[INFO] | 2023-07-13 02:18:32 AM | analyzer.parity_wallet_bug_1 | State variable assignement do not exist
[INFO] | 2023-07-13 02:18:32 AM | analyzer.parity_wallet_bug_1 | Processed function today
[INFO] | 2023-07-13 02:18:32 AM | analyzer.parity_wallet_bug_1 | Generating return summary for clearPending
[INFO] | 2023-07-13 02:18:32 AM | analyzer.parity_wallet_bug_1 | Return summary generated for clearPending
[INFO] | 2023-07-13 02:18:32 AM | analyzer.parity_wallet_bug_1 | State variable assignement do not exist
[INFO] | 2023-07-13 02:18:32 AM | analyzer.parity_wallet_bug_1 | Processed function clearPending
[INFO] | 2023-07-13 02:18:32 AM | analyzer.parity_wallet_bug_1 | Generating return summary for slitherConstructorVariables
[INFO] | 2023-07-13 02:18:32 AM | analyzer.parity_wallet_bug_1 | Return summary generated for slitherConstructorVariables
[INFO] | 2023-07-13 02:18:32 AM | analyzer.parity_wallet_bug_1 | Range graph generated
[INFO] | 2023-07-13 02:18:32 AM | analyzer.parity_wallet_bug_1 | Processed function slitherConstructorVariables
[INFO] | 2023-07-13 02:18:32 AM | analyzer.parity_wallet_bug_1 | Generating return summary for onlymanyowners
[INFO] | 2023-07-13 02:18:32 AM | analyzer.parity_wallet_bug_1 | Return summary generated for onlymanyowners
[INFO] | 2023-07-13 02:18:32 AM | analyzer.parity_wallet_bug_1 | Range graph generated
[INFO] | 2023-07-13 02:18:32 AM | analyzer.parity_wallet_bug_1 | Processed function onlymanyowners
[INFO] | 2023-07-13 02:18:32 AM | analyzer.parity_wallet_bug_1 | Generating return summary for onlyowner
[INFO] | 2023-07-13 02:18:32 AM | analyzer.parity_wallet_bug_1 | Return summary generated for onlyowner
[INFO] | 2023-07-13 02:18:32 AM | analyzer.parity_wallet_bug_1 | State variable assignement do not exist
[INFO] | 2023-07-13 02:18:32 AM | analyzer.parity_wallet_bug_1 | Processed function onlyowner
[INFO] | 2023-07-13 02:18:32 AM | analyzer.parity_wallet_bug_1 | Generating return summary for Wallet
[INFO] | 2023-07-13 02:18:32 AM | analyzer.parity_wallet_bug_1 | Return summary generated for Wallet
[INFO] | 2023-07-13 02:18:32 AM | analyzer.parity_wallet_bug_1 | State variable assignement do not exist
[INFO] | 2023-07-13 02:18:32 AM | analyzer.parity_wallet_bug_1 | Processed function Wallet
[INFO] | 2023-07-13 02:18:32 AM | analyzer.parity_wallet_bug_1 | Generating return summary for fallback
[INFO] | 2023-07-13 02:18:32 AM | analyzer.parity_wallet_bug_1 | Return summary generated for fallback
[INFO] | 2023-07-13 02:18:32 AM | analyzer.parity_wallet_bug_1 | State variable assignement do not exist
[INFO] | 2023-07-13 02:18:32 AM | analyzer.parity_wallet_bug_1 | Processed function fallback
[INFO] | 2023-07-13 02:18:32 AM | analyzer.parity_wallet_bug_1 | Generating return summary for getOwner
[INFO] | 2023-07-13 02:18:32 AM | analyzer.parity_wallet_bug_1 | Return summary generated for getOwner
[INFO] | 2023-07-13 02:18:32 AM | analyzer.parity_wallet_bug_1 | State variable assignement do not exist
[INFO] | 2023-07-13 02:18:32 AM | analyzer.parity_wallet_bug_1 | Processed function getOwner
[INFO] | 2023-07-13 02:18:32 AM | analyzer.parity_wallet_bug_1 | Generating return summary for hasConfirmed
[INFO] | 2023-07-13 02:18:32 AM | analyzer.parity_wallet_bug_1 | Return summary generated for hasConfirmed
[INFO] | 2023-07-13 02:18:32 AM | analyzer.parity_wallet_bug_1 | State variable assignement do not exist
[INFO] | 2023-07-13 02:18:32 AM | analyzer.parity_wallet_bug_1 | Processed function hasConfirmed
[INFO] | 2023-07-13 02:18:32 AM | analyzer.parity_wallet_bug_1 | Generating return summary for isOwner
[INFO] | 2023-07-13 02:18:32 AM | analyzer.parity_wallet_bug_1 | Return summary generated for isOwner
[INFO] | 2023-07-13 02:18:32 AM | analyzer.parity_wallet_bug_1 | State variable assignement do not exist
[INFO] | 2023-07-13 02:18:32 AM | analyzer.parity_wallet_bug_1 | Processed function isOwner
[INFO] | 2023-07-13 02:18:32 AM | analyzer.parity_wallet_bug_1 | Generating return summary for slitherConstructorVariables
[INFO] | 2023-07-13 02:18:32 AM | analyzer.parity_wallet_bug_1 | Return summary generated for slitherConstructorVariables
[INFO] | 2023-07-13 02:18:32 AM | analyzer.parity_wallet_bug_1 | Range graph generated
[INFO] | 2023-07-13 02:18:32 AM | analyzer.parity_wallet_bug_1 | Processed function slitherConstructorVariables
[INFO] | 2023-07-13 02:18:32 AM | analyzer.parity_wallet_bug_1 | Generating return summary for changeOwner
[INFO] | 2023-07-13 02:18:32 AM | analyzer.parity_wallet_bug_1 | Return summary generated for changeOwner
[INFO] | 2023-07-13 02:18:32 AM | analyzer.parity_wallet_bug_1 | Range graph generated
[INFO] | 2023-07-13 02:18:32 AM | analyzer.parity_wallet_bug_1 | Processed function changeOwner
[INFO] | 2023-07-13 02:18:32 AM | analyzer.parity_wallet_bug_1 | Generating return summary for addOwner
[INFO] | 2023-07-13 02:18:32 AM | analyzer.parity_wallet_bug_1 | Return summary generated for addOwner
[INFO] | 2023-07-13 02:18:32 AM | analyzer.parity_wallet_bug_1 | Range graph generated
[INFO] | 2023-07-13 02:18:32 AM | analyzer.parity_wallet_bug_1 | Processed function addOwner
[INFO] | 2023-07-13 02:18:32 AM | analyzer.parity_wallet_bug_1 | Generating return summary for confirm
[INFO] | 2023-07-13 02:18:32 AM | analyzer.parity_wallet_bug_1 | Return summary generated for confirm
[INFO] | 2023-07-13 02:18:32 AM | analyzer.parity_wallet_bug_1 | State variable assignement do not exist
[INFO] | 2023-07-13 02:18:32 AM | analyzer.parity_wallet_bug_1 | Processed function confirm
[INFO] | 2023-07-13 02:18:32 AM | analyzer.parity_wallet_bug_1 | Generating return summary for removeOwner
[INFO] | 2023-07-13 02:18:32 AM | analyzer.parity_wallet_bug_1 | Return summary generated for removeOwner
[INFO] | 2023-07-13 02:18:32 AM | analyzer.parity_wallet_bug_1 | Range graph generated
[INFO] | 2023-07-13 02:18:32 AM | analyzer.parity_wallet_bug_1 | Processed function removeOwner
[INFO] | 2023-07-13 02:18:32 AM | analyzer.parity_wallet_bug_1 | Generating return summary for initDaylimit
[INFO] | 2023-07-13 02:18:32 AM | analyzer.parity_wallet_bug_1 | Return summary generated for initDaylimit
[INFO] | 2023-07-13 02:18:32 AM | analyzer.parity_wallet_bug_1 | Range graph generated
[INFO] | 2023-07-13 02:18:32 AM | analyzer.parity_wallet_bug_1 | Processed function initDaylimit
[INFO] | 2023-07-13 02:18:32 AM | analyzer.parity_wallet_bug_1 | Generating return summary for underLimit
[INFO] | 2023-07-13 02:18:32 AM | analyzer.parity_wallet_bug_1 | Return summary generated for underLimit
[INFO] | 2023-07-13 02:18:32 AM | analyzer.parity_wallet_bug_1 | Range graph generated
[INFO] | 2023-07-13 02:18:32 AM | analyzer.parity_wallet_bug_1 | Processed function underLimit
[INFO] | 2023-07-13 02:18:32 AM | analyzer.parity_wallet_bug_1 | Generating return summary for changeRequirement
[INFO] | 2023-07-13 02:18:32 AM | analyzer.parity_wallet_bug_1 | Return summary generated for changeRequirement
[INFO] | 2023-07-13 02:18:32 AM | analyzer.parity_wallet_bug_1 | Range graph generated
[INFO] | 2023-07-13 02:18:32 AM | analyzer.parity_wallet_bug_1 | Processed function changeRequirement
[INFO] | 2023-07-13 02:18:32 AM | analyzer.parity_wallet_bug_1 | Generating return summary for setDailyLimit
[INFO] | 2023-07-13 02:18:32 AM | analyzer.parity_wallet_bug_1 | Return summary generated for setDailyLimit
[INFO] | 2023-07-13 02:18:32 AM | analyzer.parity_wallet_bug_1 | Range graph generated
[INFO] | 2023-07-13 02:18:32 AM | analyzer.parity_wallet_bug_1 | Processed function setDailyLimit
[INFO] | 2023-07-13 02:18:32 AM | analyzer.parity_wallet_bug_1 | Generating return summary for resetSpentToday
[INFO] | 2023-07-13 02:18:32 AM | analyzer.parity_wallet_bug_1 | Return summary generated for resetSpentToday
[INFO] | 2023-07-13 02:18:32 AM | analyzer.parity_wallet_bug_1 | Range graph generated
[INFO] | 2023-07-13 02:18:32 AM | analyzer.parity_wallet_bug_1 | Processed function resetSpentToday
[INFO] | 2023-07-13 02:18:32 AM | analyzer.parity_wallet_bug_1 | Generating return summary for kill
[INFO] | 2023-07-13 02:18:32 AM | analyzer.parity_wallet_bug_1 | Return summary generated for kill
[INFO] | 2023-07-13 02:18:32 AM | analyzer.parity_wallet_bug_1 | State variable assignement do not exist
[INFO] | 2023-07-13 02:18:32 AM | analyzer.parity_wallet_bug_1 | Processed function kill
[INFO] | 2023-07-13 02:18:32 AM | analyzer.parity_wallet_bug_1 | Generating return summary for initWallet
[INFO] | 2023-07-13 02:18:32 AM | analyzer.parity_wallet_bug_1 | Return summary generated for initWallet
[INFO] | 2023-07-13 02:18:32 AM | analyzer.parity_wallet_bug_1 | Range graph generated
[INFO] | 2023-07-13 02:18:32 AM | analyzer.parity_wallet_bug_1 | Processed function initWallet
[INFO] | 2023-07-13 02:18:32 AM | analyzer.parity_wallet_bug_1 | Generating return summary for execute
[WARNING] | 2023-07-13 02:18:32 AM | analyzer.parity_wallet_bug_1 | No lvalue eligible assignment, is this some bug!
[INFO] | 2023-07-13 02:18:32 AM | analyzer.parity_wallet_bug_1 | Return summary generated for execute
[INFO] | 2023-07-13 02:18:32 AM | analyzer.parity_wallet_bug_1 | Range graph generated
[INFO] | 2023-07-13 02:18:32 AM | analyzer.parity_wallet_bug_1 | Processed function execute
[INFO] | 2023-07-13 02:18:32 AM | analyzer.parity_wallet_bug_1 | Value Range Analysis took 0.019588 seconds
[INFO] | 2023-07-13 02:18:32 AM | analyzer.parity_wallet_bug_1 | Value Range Analysis finished
[INFO] | 2023-07-13 02:18:32 AM | analyzer.parity_wallet_bug_1 | Storage dependency graph compostion started!
[INFO] | 2023-07-13 02:18:32 AM | analyzer.parity_wallet_bug_1 | Storage dependency graph compostion finished!
[INFO] | 2023-07-13 02:18:32 AM | analyzer.parity_wallet_bug_1 | Dependency detection started!
[INFO] | 2023-07-13 02:18:32 AM | analyzer.parity_wallet_bug_1 | Dependency detection finished!
[INFO] | 2023-07-13 02:18:32 AM | analyzer.parity_wallet_bug_1 | Static Analysis took 1.829360 seconds
[INFO] | 2023-07-13 02:18:32 AM | analyzer.parity_wallet_bug_1 | Dependency does not exist
[INFO] | 2023-07-13 02:18:32 AM | analyzer.parity_wallet_bug_1 | Symbolic execution is not needed!
[INFO] | 2023-07-13 02:18:32 AM | analyzer.parity_wallet_bug_1 | Analysis finished!
[INFO] | 2023-07-13 02:18:32 AM | analyzer.parity_wallet_bug_1 | Analysis took 1.829514 seconds
[INFO] | 2023-07-13 02:18:32 AM | analyzer.parity_wallet_bug_1 | Analysis finished at: 2023-07-13 02:18:32 AM
