[INFO] | 2023-07-13 02:17:03 AM | analyzer.0xb620cee6b52f96f3c6b253e6eea556aa2d214a99 | Analysis started at: 2023-07-13 02:17:03 AM
[INFO] | 2023-07-13 02:17:04 AM | analyzer.0xb620cee6b52f96f3c6b253e6eea556aa2d214a99 | Value Range Analysis took 0.004507 seconds
[INFO] | 2023-07-13 02:17:04 AM | analyzer.0xb620cee6b52f96f3c6b253e6eea556aa2d214a99 | Value Range Analysis finished
[INFO] | 2023-07-13 02:17:04 AM | analyzer.0xb620cee6b52f96f3c6b253e6eea556aa2d214a99 | Storage dependency graph compostion started!
[INFO] | 2023-07-13 02:17:04 AM | analyzer.0xb620cee6b52f96f3c6b253e6eea556aa2d214a99 | Storage dependency graph compostion finished!
[INFO] | 2023-07-13 02:17:04 AM | analyzer.0xb620cee6b52f96f3c6b253e6eea556aa2d214a99 | Dependency detection started!
[INFO] | 2023-07-13 02:17:04 AM | analyzer.0xb620cee6b52f96f3c6b253e6eea556aa2d214a99 | Dependency detection finished!
[INFO] | 2023-07-13 02:17:04 AM | analyzer.0xb620cee6b52f96f3c6b253e6eea556aa2d214a99 | Static Analysis took 0.706853 seconds
[INFO] | 2023-07-13 02:17:04 AM | analyzer.0xb620cee6b52f96f3c6b253e6eea556aa2d214a99 | Dependency does not exist
[INFO] | 2023-07-13 02:17:04 AM | analyzer.0xb620cee6b52f96f3c6b253e6eea556aa2d214a99 | Symbolic execution is not needed!
[INFO] | 2023-07-13 02:17:04 AM | analyzer.0xb620cee6b52f96f3c6b253e6eea556aa2d214a99 | Analysis finished!
[INFO] | 2023-07-13 02:17:04 AM | analyzer.0xb620cee6b52f96f3c6b253e6eea556aa2d214a99 | Analysis took 0.707002 seconds
[INFO] | 2023-07-13 02:17:04 AM | analyzer.0xb620cee6b52f96f3c6b253e6eea556aa2d214a99 | Analysis finished at: 2023-07-13 02:17:04 AM
